ConversationID,ClienteID,FechaHora,Canal,Intencion,Servicio,DuracionMinutos,TuvoError,EstadoConversacion,Convertido,Satisfaccion
2504,1562,2025-04-02 18:17:58,Web,Reclamo,Ventas,12,False,Abandonada,False,1
2505,100,2025-05-26 20:40:13,WhatsApp,Seguimiento,Atención al Cliente,7,False,Finalizada,False,3
2506,439,2025-04-15 18:19:12,WhatsApp,Seguimiento,Soporte,6,False,Abandonada,False,1
2507,1521,2025-02-18 13:50:09,Web,Reclamo,Atención al Cliente,9,False,Finalizada,True,4
2508,1461,2025-11-17 01:22:56,WhatsApp,Agendar servicio,Soporte,7,True,Abandonada,False,1
2509,763,2025-09-21 04:28:35,WhatsApp,Cancelar servicio,Postventa,3,False,Abandonada,False,2
2510,697,2025-04-29 13:15:30,Instagram,Seguimiento,Ventas,6,False,Abandonada,False,1
2511,1461,2025-05-24 17:22:33,Facebook,Reclamo,Atención Comercial,11,False,Abandonada,False,2
2512,1848,2025-12-05 00:21:36,Facebook,Agendar servicio,Atención Comercial,7,False,Finalizada,False,3
2513,1377,2025-05-07 09:10:36,Instagram,Seguimiento,Postventa,7,False,Finalizada,True,5
2514,1034,2025-03-01 16:06:18,Telegram,Soporte técnico,Atención al Cliente,18,False,Abandonada,False,2
2515,423,2025-12-24 20:39:22,WhatsApp,Cancelar servicio,Postventa,3,False,Finalizada,False,5
2516,1449,2025-03-28 17:28:09,WhatsApp,Seguimiento,Ventas,5,False,Finalizada,True,5
2517,1985,2025-02-02 04:55:06,Instagram,Agendar servicio,Ventas,6,False,Finalizada,False,3
2518,1416,2025-06-25 19:11:47,Instagram,Consultar precios,Atención Comercial,4,False,Finalizada,True,5
2519,847,2025-07-14 20:00:12,WhatsApp,Cancelar servicio,Soporte,2,False,Finalizada,False,4
2520,157,2025-05-08 10:47:07,WhatsApp,Soporte técnico,Ventas,16,True,Abandonada,False,1
2521,159,2025-10-16 20:54:31,Facebook,Solicitar información,Soporte,6,False,Finalizada,False,4
2522,885,2025-02-15 16:14:38,WhatsApp,Seguimiento,Soporte,4,False,Abandonada,False,1
2523,262,2025-06-26 18:18:03,Web,Soporte técnico,Atención al Cliente,10,True,Finalizada,False,2
2524,1340,2025-03-29 20:00:55,Instagram,Soporte técnico,Ventas,12,False,Finalizada,False,3
2525,1900,2025-06-19 01:47:31,Web,Consultar precios,Atención al Cliente,5,True,Finalizada,True,1
2526,1283,2025-12-25 17:31:06,WhatsApp,Seguimiento,Soporte,6,False,Abandonada,False,1
2527,740,2025-12-01 12:13:47,Web,Seguimiento,Ventas,7,False,Finalizada,False,4
2528,909,2025-04-17 17:55:50,Web,Cancelar servicio,Atención al Cliente,4,False,Finalizada,True,4
2529,813,2025-03-24 13:33:26,Web,Solicitar información,Soporte,6,False,Finalizada,False,4
2530,869,2025-05-03 12:39:19,Instagram,Soporte técnico,Ventas,12,False,Finalizada,False,3
2531,666,2025-09-10 18:16:28,Instagram,Reclamo,Ventas,8,False,Finalizada,False,5
2532,966,2025-12-18 00:53:27,Web,Reclamo,Atención Comercial,9,True,Finalizada,False,2
2533,7,2025-05-19 19:33:44,Telegram,Reclamo,Soporte,12,True,Finalizada,False,3
2534,1428,2025-12-10 12:34:15,Web,Seguimiento,Soporte,5,False,Finalizada,True,4
2535,1641,2025-09-25 01:47:04,Web,Cancelar servicio,Atención al Cliente,2,False,Finalizada,False,3
2536,1518,2025-11-25 03:54:48,WhatsApp,Cancelar servicio,Postventa,3,False,Abandonada,False,1
2537,1946,2025-05-02 02:53:52,WhatsApp,Seguimiento,Atención Comercial,6,False,Finalizada,False,4
2538,1570,2025-12-04 18:11:09,WhatsApp,Agendar servicio,Atención al Cliente,5,False,Finalizada,True,5
2539,1271,2025-08-17 15:36:37,WhatsApp,Solicitar información,Ventas,4,False,Abandonada,False,1
2540,1277,2025-05-05 20:54:58,Web,Reclamo,Postventa,11,False,Finalizada,True,5
2541,591,2025-04-02 12:39:42,WhatsApp,Agendar servicio,Ventas,8,False,Finalizada,True,5
2542,1728,2025-05-22 18:51:40,Facebook,Cancelar servicio,Soporte,4,False,Finalizada,True,4
2543,1211,2025-08-22 10:37:11,WhatsApp,Seguimiento,Atención al Cliente,5,False,Finalizada,True,4
2544,1692,2025-11-27 20:33:30,WhatsApp,Seguimiento,Ventas,7,False,Finalizada,False,3
2545,602,2025-09-11 19:33:13,WhatsApp,Seguimiento,Atención al Cliente,7,False,Finalizada,True,4
2546,1572,2025-07-16 12:02:22,Web,Reclamo,Ventas,14,True,Finalizada,True,2
2547,911,2025-06-21 03:58:01,WhatsApp,Cancelar servicio,Postventa,2,True,Abandonada,False,1
2548,983,2025-08-23 10:07:41,WhatsApp,Solicitar información,Soporte,4,True,Finalizada,True,1
2549,789,2025-02-20 19:06:17,WhatsApp,Consultar precios,Soporte,4,False,Finalizada,False,5
2550,195,2025-10-12 11:28:19,Instagram,Seguimiento,Postventa,7,False,Finalizada,False,3
2551,598,2025-06-05 13:20:12,Web,Seguimiento,Atención al Cliente,5,False,Finalizada,True,5
2552,249,2025-05-24 01:34:59,WhatsApp,Consultar precios,Soporte,4,False,Finalizada,False,4
2553,709,2025-01-23 19:42:50,Web,Consultar precios,Atención Comercial,3,False,Finalizada,True,5
2554,236,2025-05-13 12:54:08,Web,Seguimiento,Atención Comercial,4,False,Finalizada,False,4
2555,413,2025-06-14 13:58:58,Facebook,Solicitar información,Postventa,4,False,Abandonada,False,1
2556,284,2025-11-23 16:11:10,Facebook,Consultar precios,Soporte,4,False,Finalizada,True,5
2557,113,2025-09-12 02:34:05,Facebook,Consultar precios,Soporte,3,False,Finalizada,True,5
2558,1783,2025-12-18 12:46:43,Facebook,Reclamo,Atención al Cliente,15,False,Finalizada,False,5
2559,1154,2025-11-08 10:59:48,Telegram,Seguimiento,Ventas,6,False,Abandonada,False,1
2560,1678,2025-05-20 16:29:03,WhatsApp,Consultar precios,Atención al Cliente,4,False,Finalizada,True,5
2561,668,2025-09-16 13:23:53,WhatsApp,Cancelar servicio,Atención al Cliente,3,False,Finalizada,True,5
2562,803,2025-09-03 20:15:48,Web,Cancelar servicio,Atención Comercial,3,False,Abandonada,False,1
2563,219,2025-02-18 12:19:37,WhatsApp,Consultar precios,Soporte,3,False,Finalizada,True,5
2564,1652,2025-12-05 13:37:30,Web,Seguimiento,Atención Comercial,7,False,Finalizada,False,5
2565,340,2025-12-09 12:31:54,Facebook,Cancelar servicio,Atención Comercial,2,False,Finalizada,True,5
2566,862,2025-10-12 16:31:13,WhatsApp,Reclamo,Postventa,14,True,Abandonada,False,2
2567,1436,2025-05-31 18:43:24,Web,Seguimiento,Atención Comercial,6,False,Finalizada,True,5
2568,80,2025-03-20 00:08:18,WhatsApp,Reclamo,Atención Comercial,13,False,Finalizada,False,4
2569,933,2025-08-02 18:48:32,Web,Reclamo,Atención Comercial,9,False,Finalizada,False,3
2570,1203,2025-02-27 01:47:43,Telegram,Seguimiento,Postventa,6,False,Abandonada,False,1
2571,1010,2025-07-19 20:30:49,WhatsApp,Cancelar servicio,Atención Comercial,4,False,Finalizada,False,3
2572,274,2025-11-28 17:54:56,Web,Reclamo,Atención Comercial,14,False,Abandonada,False,1
2573,1701,2025-09-02 19:31:18,Instagram,Agendar servicio,Postventa,6,False,Finalizada,True,5
2574,209,2025-07-08 12:49:35,WhatsApp,Consultar precios,Soporte,5,False,Finalizada,False,4
2575,827,2025-07-05 08:20:51,Facebook,Reclamo,Postventa,10,False,Finalizada,False,4
2576,495,2025-11-14 08:19:50,WhatsApp,Agendar servicio,Soporte,6,False,Finalizada,True,4
2577,719,2025-08-01 01:56:08,WhatsApp,Solicitar información,Ventas,5,False,Finalizada,True,5
2578,1148,2025-01-18 19:07:01,WhatsApp,Seguimiento,Postventa,4,False,Finalizada,False,5
2579,1232,2025-12-29 09:03:23,WhatsApp,Agendar servicio,Soporte,5,False,Abandonada,False,1
2580,276,2025-03-18 18:29:35,Instagram,Solicitar información,Ventas,5,False,Finalizada,False,4
2581,809,2025-12-19 20:46:45,WhatsApp,Soporte técnico,Ventas,13,False,Abandonada,False,2
2582,552,2025-11-05 18:54:36,Facebook,Solicitar información,Ventas,6,False,Finalizada,False,4
2583,1100,2025-12-23 19:10:56,Instagram,Consultar precios,Soporte,3,False,Finalizada,True,5
2584,538,2025-10-23 15:00:07,Web,Consultar precios,Atención al Cliente,5,False,Finalizada,True,5
2585,1513,2025-04-17 19:21:45,Telegram,Cancelar servicio,Ventas,4,False,Finalizada,False,4
2586,1980,2025-05-02 12:03:14,WhatsApp,Soporte técnico,Atención Comercial,15,True,Finalizada,False,3
2587,645,2025-01-18 20:57:27,Web,Solicitar información,Postventa,5,False,Finalizada,True,5
2588,321,2025-07-05 19:07:38,WhatsApp,Solicitar información,Soporte,5,False,Finalizada,True,5
2589,1157,2025-10-01 13:11:31,Instagram,Soporte técnico,Atención Comercial,12,False,Finalizada,False,3
2590,1198,2025-04-07 08:06:18,Facebook,Agendar servicio,Postventa,5,False,Finalizada,True,5
2591,1814,2025-09-18 04:37:58,WhatsApp,Reclamo,Atención Comercial,10,True,Finalizada,True,2
2592,394,2025-10-05 13:02:41,Facebook,Soporte técnico,Soporte,18,False,Finalizada,True,5
2593,1404,2025-06-05 13:42:22,Web,Agendar servicio,Ventas,8,False,Finalizada,True,5
2594,1603,2025-12-25 13:51:25,WhatsApp,Solicitar información,Postventa,4,False,Finalizada,False,5
2595,929,2025-12-15 13:04:38,Instagram,Soporte técnico,Atención Comercial,11,True,Finalizada,True,3
2596,610,2025-07-02 08:11:49,WhatsApp,Seguimiento,Atención al Cliente,5,False,Finalizada,True,5
2597,1586,2025-05-20 12:18:19,WhatsApp,Reclamo,Soporte,15,False,Finalizada,True,5
2598,1042,2025-02-14 13:15:59,WhatsApp,Consultar precios,Postventa,5,False,Finalizada,True,5
2599,62,2025-07-19 03:49:03,WhatsApp,Consultar precios,Soporte,3,False,Finalizada,True,4
2600,208,2025-03-29 12:22:12,WhatsApp,Reclamo,Postventa,10,False,Finalizada,False,4
2601,1331,2025-06-26 17:57:35,WhatsApp,Consultar precios,Postventa,5,False,Finalizada,False,4
2602,1399,2025-01-26 04:52:54,Web,Agendar servicio,Ventas,8,False,Finalizada,True,5
2603,171,2025-11-14 11:01:56,WhatsApp,Cancelar servicio,Ventas,2,False,Finalizada,True,5
2604,1147,2025-02-25 20:34:50,WhatsApp,Soporte técnico,Postventa,16,False,Finalizada,True,5
2605,1765,2025-09-10 05:04:00,WhatsApp,Cancelar servicio,Atención Comercial,4,False,Finalizada,True,4
2606,1134,2025-03-06 16:26:58,Web,Solicitar información,Atención Comercial,5,False,Abandonada,False,2
2607,1129,2025-06-06 20:35:41,Web,Solicitar información,Ventas,5,False,Finalizada,True,5
2608,1080,2025-02-16 18:13:44,Instagram,Consultar precios,Atención al Cliente,4,False,Abandonada,False,1
2609,896,2025-04-05 18:32:51,Web,Consultar precios,Postventa,5,False,Abandonada,False,1
2610,1783,2025-10-07 12:32:44,Web,Agendar servicio,Soporte,8,False,Finalizada,True,4
2611,37,2025-04-07 19:22:02,WhatsApp,Solicitar información,Soporte,6,False,Finalizada,True,4
2612,205,2025-04-27 12:43:52,WhatsApp,Cancelar servicio,Ventas,3,False,Finalizada,True,4
2613,535,2025-11-14 10:21:10,Telegram,Consultar precios,Postventa,5,False,Finalizada,False,4
2614,1022,2025-11-01 00:46:38,WhatsApp,Soporte técnico,Atención Comercial,14,False,Finalizada,False,4
2615,1651,2025-05-27 09:29:53,WhatsApp,Consultar precios,Postventa,5,False,Finalizada,True,4
2616,1477,2025-01-09 19:04:21,Web,Solicitar información,Ventas,4,False,Abandonada,False,2
2617,1941,2025-12-05 20:21:13,WhatsApp,Agendar servicio,Atención al Cliente,8,False,Finalizada,True,4
2618,1371,2025-05-30 01:38:37,Web,Solicitar información,Atención al Cliente,4,False,Finalizada,True,5
2619,1315,2025-11-12 20:09:52,Facebook,Cancelar servicio,Ventas,3,False,Abandonada,False,2
2620,394,2025-12-09 16:56:51,Facebook,Cancelar servicio,Atención Comercial,3,True,Finalizada,False,2
2621,1915,2025-01-23 19:14:12,WhatsApp,Reclamo,Postventa,10,False,Finalizada,True,5
2622,910,2025-04-03 13:29:12,WhatsApp,Consultar precios,Postventa,5,False,Finalizada,False,4
2623,197,2025-12-30 13:22:35,WhatsApp,Consultar precios,Postventa,5,False,Finalizada,True,4
2624,739,2025-11-02 19:24:01,Instagram,Solicitar información,Ventas,4,False,Finalizada,True,5
2625,1368,2025-02-20 11:07:58,WhatsApp,Soporte técnico,Ventas,16,False,Abandonada,False,1
2626,226,2025-10-15 20:23:03,Telegram,Seguimiento,Soporte,7,False,Finalizada,False,4
2627,396,2025-01-20 08:19:07,Web,Reclamo,Postventa,15,True,Finalizada,False,2
2628,421,2025-09-11 19:44:47,Facebook,Soporte técnico,Soporte,14,True,Finalizada,False,3
2629,250,2025-11-20 16:03:08,WhatsApp,Soporte técnico,Soporte,12,True,Finalizada,False,1
2630,1379,2025-07-07 19:08:06,WhatsApp,Cancelar servicio,Ventas,3,False,Finalizada,False,5
2631,1660,2025-03-01 19:05:25,Facebook,Seguimiento,Soporte,7,False,Finalizada,True,5
2632,1294,2025-02-09 16:30:26,Facebook,Soporte técnico,Soporte,10,False,Finalizada,False,4
2633,1503,2025-02-14 13:45:34,WhatsApp,Solicitar información,Soporte,4,True,Finalizada,True,2
2634,192,2025-01-19 13:44:59,Facebook,Reclamo,Postventa,14,False,Abandonada,False,1
2635,1385,2025-09-30 20:40:22,Instagram,Cancelar servicio,Atención Comercial,2,False,Finalizada,False,3
2636,1697,2025-06-10 08:55:53,Facebook,Consultar precios,Soporte,3,False,Finalizada,False,4
2637,800,2025-08-06 20:04:10,WhatsApp,Cancelar servicio,Soporte,3,False,Finalizada,False,3
2638,1578,2025-06-09 20:19:45,WhatsApp,Soporte técnico,Postventa,11,False,Finalizada,True,5
2639,693,2025-10-29 12:19:08,Telegram,Consultar precios,Atención al Cliente,3,False,Finalizada,False,3
2640,1450,2025-02-24 18:40:09,Web,Soporte técnico,Postventa,10,False,Finalizada,True,5
2641,585,2025-06-20 18:38:10,Facebook,Agendar servicio,Ventas,5,False,Finalizada,False,3
2642,107,2025-01-19 13:29:38,WhatsApp,Solicitar información,Atención al Cliente,6,False,Finalizada,True,4
2643,1445,2025-07-24 18:48:08,Facebook,Reclamo,Ventas,9,False,Finalizada,True,4
2644,1094,2025-03-02 18:09:07,Web,Reclamo,Ventas,10,False,Finalizada,True,5
2645,1168,2025-10-29 18:03:58,Facebook,Agendar servicio,Ventas,5,False,Finalizada,False,4
2646,658,2025-06-28 13:06:36,Web,Cancelar servicio,Atención Comercial,4,True,Finalizada,False,2
2647,1235,2025-07-20 18:47:18,Instagram,Agendar servicio,Atención Comercial,7,False,Finalizada,True,5
2648,190,2025-01-22 19:01:50,Facebook,Solicitar información,Postventa,6,False,Abandonada,False,1
2649,52,2025-09-29 13:45:25,WhatsApp,Consultar precios,Atención Comercial,3,False,Finalizada,True,5
2650,1187,2025-12-07 18:30:49,Facebook,Solicitar información,Soporte,6,False,Finalizada,False,5
2651,98,2025-03-01 20:19:17,Web,Cancelar servicio,Soporte,3,False,Finalizada,False,4
2652,1308,2025-11-14 12:36:02,WhatsApp,Solicitar información,Atención al Cliente,5,False,Finalizada,True,5
2653,1839,2025-07-12 19:13:34,WhatsApp,Agendar servicio,Atención al Cliente,6,False,Finalizada,False,5
2654,1871,2025-08-04 18:47:50,Instagram,Solicitar información,Ventas,5,False,Finalizada,True,5
2655,1899,2025-10-01 01:55:24,Web,Soporte técnico,Soporte,13,True,Finalizada,False,2
2656,1689,2025-07-21 08:01:58,WhatsApp,Soporte técnico,Atención Comercial,16,False,Finalizada,False,5
2657,616,2025-09-22 08:34:23,Instagram,Consultar precios,Soporte,3,False,Finalizada,False,5
2658,100,2025-11-24 12:51:31,WhatsApp,Solicitar información,Atención al Cliente,5,False,Finalizada,True,5
2659,1793,2025-05-12 16:44:38,Instagram,Cancelar servicio,Ventas,2,False,Finalizada,True,4
2660,1181,2025-09-07 20:55:13,Web,Soporte técnico,Soporte,12,True,Finalizada,False,2
2661,1886,2025-03-09 16:14:40,Web,Soporte técnico,Atención al Cliente,12,False,Finalizada,True,5
2662,937,2025-07-12 13:12:18,Instagram,Seguimiento,Ventas,4,False,Abandonada,False,2
2663,1792,2025-02-19 18:57:29,Web,Seguimiento,Soporte,6,False,Finalizada,False,3
2664,1559,2025-03-02 18:02:42,WhatsApp,Soporte técnico,Postventa,11,False,Abandonada,False,1
2665,998,2025-12-28 11:11:51,Instagram,Consultar precios,Soporte,3,False,Finalizada,True,5
2666,1421,2025-09-28 20:12:31,Web,Solicitar información,Soporte,5,False,Abandonada,False,1
2667,418,2025-05-01 20:07:50,Facebook,Seguimiento,Soporte,7,False,Finalizada,False,5
2668,750,2025-01-12 13:25:06,Web,Solicitar información,Soporte,5,False,Abandonada,False,1
2669,1071,2025-05-07 13:18:33,WhatsApp,Seguimiento,Soporte,4,False,Abandonada,False,2
2670,1637,2025-12-30 01:10:20,Facebook,Seguimiento,Ventas,7,False,Finalizada,False,3
2671,1128,2025-11-19 19:10:43,Web,Soporte técnico,Atención Comercial,15,False,Finalizada,True,5
2672,40,2025-05-05 18:58:16,WhatsApp,Consultar precios,Postventa,4,False,Finalizada,True,4
2673,756,2025-11-15 09:53:41,WhatsApp,Agendar servicio,Atención Comercial,7,False,Finalizada,True,5
2674,1726,2025-04-02 12:17:39,Web,Seguimiento,Soporte,4,False,Abandonada,False,2
2675,603,2025-03-04 10:04:58,Web,Cancelar servicio,Atención al Cliente,3,False,Finalizada,True,4
2676,1202,2025-02-03 18:41:29,Web,Seguimiento,Postventa,6,False,Finalizada,True,4
2677,897,2025-09-24 12:48:27,Facebook,Consultar precios,Postventa,5,False,Abandonada,False,2
2678,1869,2025-04-08 18:12:18,WhatsApp,Soporte técnico,Atención Comercial,12,False,Finalizada,False,3
2679,787,2025-10-20 13:08:52,Web,Seguimiento,Ventas,5,False,Abandonada,False,2
2680,1161,2025-08-03 18:35:21,Instagram,Cancelar servicio,Atención Comercial,2,False,Abandonada,False,1
2681,719,2025-05-08 13:24:50,Telegram,Consultar precios,Soporte,4,False,Finalizada,False,5
2682,702,2025-01-19 19:46:38,WhatsApp,Reclamo,Postventa,10,False,Finalizada,False,4
2683,1985,2025-03-12 17:30:02,WhatsApp,Soporte técnico,Postventa,14,False,Finalizada,False,4
2684,1189,2025-10-26 12:57:11,Web,Reclamo,Atención al Cliente,10,True,Finalizada,False,2
2685,755,2025-11-16 20:32:04,Facebook,Reclamo,Ventas,12,False,Finalizada,True,5
2686,802,2025-03-04 10:29:47,Web,Agendar servicio,Postventa,5,False,Finalizada,True,5
2687,833,2025-05-02 11:20:25,WhatsApp,Agendar servicio,Ventas,6,False,Finalizada,False,3
2688,820,2025-09-08 20:08:46,WhatsApp,Soporte técnico,Postventa,11,False,Finalizada,True,5
2689,1129,2025-12-02 12:45:53,Facebook,Solicitar información,Postventa,6,False,Abandonada,False,1
2690,1192,2025-09-17 12:12:35,WhatsApp,Seguimiento,Soporte,5,False,Finalizada,False,3
2691,613,2025-04-14 19:28:31,WhatsApp,Seguimiento,Ventas,5,False,Finalizada,True,5
2692,585,2025-06-26 18:07:41,Facebook,Solicitar información,Soporte,4,False,Finalizada,True,5
2693,425,2025-09-27 18:57:12,Instagram,Consultar precios,Postventa,5,False,Finalizada,False,4
2694,51,2025-06-23 02:06:59,Web,Agendar servicio,Atención Comercial,7,False,Finalizada,False,3
2695,1552,2025-12-07 20:02:04,Web,Soporte técnico,Ventas,11,True,Finalizada,True,3
2696,889,2025-02-07 20:30:03,Web,Reclamo,Soporte,13,False,Abandonada,False,2
2697,1507,2025-06-13 13:36:28,Instagram,Soporte técnico,Soporte,14,False,Finalizada,False,5
2698,674,2025-07-24 19:49:34,Telegram,Seguimiento,Ventas,4,False,Finalizada,False,5
2699,120,2025-05-22 12:25:16,Facebook,Agendar servicio,Postventa,7,False,Finalizada,False,4
2700,364,2025-03-25 19:49:06,Web,Solicitar información,Atención Comercial,5,False,Finalizada,False,3
2701,600,2025-07-08 13:16:28,WhatsApp,Soporte técnico,Atención Comercial,18,False,Finalizada,True,5
2702,1229,2025-07-10 19:48:34,Facebook,Consultar precios,Ventas,5,False,Abandonada,False,1
2703,1211,2025-06-04 19:20:22,WhatsApp,Agendar servicio,Ventas,7,False,Finalizada,False,4
2704,1552,2025-10-25 17:38:43,Web,Soporte técnico,Postventa,15,False,Finalizada,True,5
2705,325,2025-07-24 12:40:18,WhatsApp,Reclamo,Atención al Cliente,13,False,Finalizada,True,5
2706,923,2025-02-28 12:15:27,Web,Soporte técnico,Atención al Cliente,10,False,Abandonada,False,1
2707,857,2025-04-21 20:53:46,WhatsApp,Seguimiento,Soporte,6,False,Abandonada,False,2
2708,698,2025-08-08 20:15:58,Facebook,Cancelar servicio,Soporte,3,False,Abandonada,False,2
2709,1354,2025-12-09 18:12:26,Instagram,Solicitar información,Atención Comercial,5,False,Finalizada,True,4
2710,309,2025-12-01 09:00:09,Web,Seguimiento,Soporte,7,False,Finalizada,True,4
2711,967,2025-10-11 16:24:13,Web,Soporte técnico,Postventa,16,False,Finalizada,True,5
2712,224,2025-04-10 19:00:04,WhatsApp,Seguimiento,Ventas,4,False,Finalizada,True,5
2713,1374,2025-06-19 18:50:16,Web,Cancelar servicio,Ventas,2,False,Abandonada,False,1
2714,603,2025-05-15 19:51:20,WhatsApp,Agendar servicio,Atención Comercial,5,True,Finalizada,True,2
2715,983,2025-01-07 10:47:56,Web,Soporte técnico,Soporte,11,True,Finalizada,False,2
2716,48,2025-12-03 20:16:59,Telegram,Soporte técnico,Postventa,11,False,Abandonada,False,1
2717,938,2025-05-05 13:24:50,WhatsApp,Agendar servicio,Atención al Cliente,8,False,Finalizada,True,5
2718,1872,2025-07-22 19:00:20,Telegram,Seguimiento,Soporte,6,False,Finalizada,False,4
2719,1079,2025-03-23 19:35:09,WhatsApp,Cancelar servicio,Soporte,2,False,Abandonada,False,1
2720,1974,2025-03-29 13:31:14,Web,Consultar precios,Ventas,3,False,Finalizada,False,3
2721,1719,2025-04-16 18:32:43,WhatsApp,Cancelar servicio,Soporte,3,False,Finalizada,True,5
2722,1435,2025-09-27 13:23:07,WhatsApp,Solicitar información,Atención Comercial,4,False,Finalizada,False,5
2723,1567,2025-10-22 18:02:52,WhatsApp,Seguimiento,Atención Comercial,6,False,Finalizada,False,3
2724,1765,2025-07-06 19:34:45,WhatsApp,Reclamo,Postventa,11,False,Finalizada,True,4
2725,523,2025-06-11 20:23:57,Web,Reclamo,Postventa,12,True,Finalizada,True,2
2726,390,2025-08-08 20:52:17,Facebook,Soporte técnico,Atención al Cliente,13,False,Finalizada,True,5
2727,691,2025-10-18 17:32:02,Telegram,Consultar precios,Atención al Cliente,5,False,Abandonada,False,1
2728,1365,2025-12-09 18:53:02,Facebook,Agendar servicio,Atención Comercial,7,False,Finalizada,False,3
2729,1126,2025-11-28 18:30:38,Instagram,Seguimiento,Atención Comercial,5,False,Finalizada,False,5
2730,221,2025-04-15 09:46:12,Web,Consultar precios,Atención Comercial,4,False,Finalizada,True,4
2731,242,2025-08-26 13:37:16,Facebook,Cancelar servicio,Postventa,4,False,Finalizada,False,3
2732,825,2025-01-12 19:04:16,Facebook,Soporte técnico,Atención Comercial,18,True,Finalizada,False,2
2733,1524,2025-08-18 00:19:02,WhatsApp,Cancelar servicio,Atención al Cliente,3,False,Finalizada,False,3
2734,277,2025-11-24 15:35:29,WhatsApp,Seguimiento,Atención Comercial,7,False,Finalizada,False,5
2735,295,2025-01-07 13:44:21,Instagram,Seguimiento,Postventa,7,False,Finalizada,True,5
2736,1387,2025-06-12 00:14:33,Web,Solicitar información,Postventa,5,False,Finalizada,True,5
2737,1132,2025-12-28 20:36:36,Instagram,Agendar servicio,Ventas,8,False,Finalizada,True,4
2738,86,2025-03-07 19:59:12,WhatsApp,Soporte técnico,Ventas,16,True,Finalizada,False,2
2739,1263,2025-03-21 09:48:54,Telegram,Consultar precios,Atención al Cliente,3,False,Finalizada,True,5
2740,848,2025-07-15 20:45:51,WhatsApp,Cancelar servicio,Postventa,3,False,Finalizada,True,5
2741,698,2025-09-06 03:48:16,WhatsApp,Cancelar servicio,Ventas,2,False,Finalizada,True,5
2742,1189,2025-02-18 17:39:27,Facebook,Cancelar servicio,Soporte,3,False,Finalizada,False,5
2743,189,2025-04-27 12:17:25,WhatsApp,Seguimiento,Atención al Cliente,4,True,Finalizada,False,3
2744,1796,2025-01-16 13:07:20,Web,Solicitar información,Ventas,4,False,Finalizada,True,5
2745,1168,2025-09-19 09:35:24,WhatsApp,Consultar precios,Soporte,3,False,Finalizada,True,4
2746,1606,2025-11-09 20:47:48,WhatsApp,Reclamo,Atención al Cliente,13,False,Finalizada,False,3
2747,337,2025-08-13 20:35:27,WhatsApp,Consultar precios,Ventas,4,False,Finalizada,True,5
2748,1744,2025-06-24 03:19:54,Web,Seguimiento,Soporte,6,False,Finalizada,True,4
2749,1307,2025-06-22 16:29:30,WhatsApp,Reclamo,Atención Comercial,10,False,Finalizada,False,4
2750,237,2025-12-04 17:20:51,Web,Cancelar servicio,Atención al Cliente,4,False,Finalizada,True,5
2751,1507,2025-10-28 13:17:36,WhatsApp,Seguimiento,Postventa,4,False,Finalizada,True,5
2752,294,2025-07-18 19:03:11,WhatsApp,Soporte técnico,Ventas,18,False,Abandonada,False,2
2753,210,2025-02-07 13:55:52,Telegram,Consultar precios,Ventas,3,False,Finalizada,False,3
2754,1578,2025-10-13 00:40:52,Instagram,Seguimiento,Ventas,6,False,Finalizada,False,3
2755,1013,2025-04-06 20:58:53,WhatsApp,Reclamo,Atención Comercial,13,False,Finalizada,False,4
2756,215,2025-01-11 20:24:00,WhatsApp,Consultar precios,Ventas,5,False,Finalizada,True,5
2757,884,2025-09-24 02:06:14,Facebook,Seguimiento,Postventa,4,True,Abandonada,False,1
2758,1397,2025-06-23 09:42:15,WhatsApp,Soporte técnico,Soporte,15,False,Finalizada,False,3
2759,1752,2025-03-08 20:22:47,WhatsApp,Cancelar servicio,Atención al Cliente,4,False,Finalizada,True,5
2760,88,2025-10-11 15:57:46,Web,Solicitar información,Postventa,5,True,Finalizada,True,1
2761,713,2025-05-28 20:21:07,WhatsApp,Reclamo,Atención Comercial,9,False,Finalizada,True,5
2762,393,2025-09-02 18:31:25,Web,Solicitar información,Atención al Cliente,6,False,Finalizada,False,3
2763,773,2025-01-02 17:09:59,WhatsApp,Seguimiento,Atención al Cliente,6,False,Finalizada,False,3
2764,839,2025-02-22 15:44:26,WhatsApp,Agendar servicio,Atención al Cliente,8,False,Abandonada,False,2
2765,1759,2025-01-17 19:45:52,Facebook,Soporte técnico,Ventas,16,True,Finalizada,False,2
2766,1194,2025-07-16 13:56:20,WhatsApp,Solicitar información,Postventa,4,False,Finalizada,True,5
2767,1208,2025-08-31 19:27:36,Web,Cancelar servicio,Postventa,2,False,Finalizada,False,5
2768,1826,2025-01-26 18:05:41,Web,Agendar servicio,Atención Comercial,5,False,Finalizada,False,3
2769,1189,2025-05-29 19:25:46,WhatsApp,Consultar precios,Ventas,4,False,Finalizada,True,5
2770,362,2025-05-22 20:39:09,Web,Solicitar información,Postventa,5,False,Finalizada,False,4
2771,165,2025-01-14 13:57:20,Web,Seguimiento,Soporte,7,False,Finalizada,True,4
2772,23,2025-12-24 03:16:15,Facebook,Consultar precios,Postventa,5,False,Abandonada,False,1
2773,479,2025-06-26 01:33:49,WhatsApp,Soporte técnico,Postventa,18,False,Finalizada,True,5
2774,590,2025-06-08 13:19:41,Facebook,Agendar servicio,Soporte,8,True,Finalizada,False,1
