ConversationID,ClienteID,FechaID,CanalID,ServicioID,IntencionID,DuracionMinutos,TuvoError,EstadoConversacion,Convertido,Satisfaccion
1328,514,350,5,1,3,3,False,Abandonada,False,1
1329,1999,268,5,5,2,4,False,Finalizada,False,5
1330,1685,235,5,2,5,6,True,Abandonada,False,1
1331,366,346,3,2,4,14,False,Finalizada,False,4
1332,883,94,4,2,5,7,False,Finalizada,False,5
1333,416,306,5,4,7,11,False,Finalizada,False,3
1334,875,282,5,1,4,8,False,Finalizada,False,4
1335,702,216,5,4,6,6,False,Finalizada,False,4
1336,1214,198,4,1,3,3,False,Finalizada,True,5
1337,1727,330,4,2,5,6,False,Finalizada,True,5
1338,1403,170,4,5,7,15,True,Abandonada,False,1
1339,1569,210,4,1,6,5,False,Finalizada,True,5
1340,1455,44,1,1,5,4,False,Finalizada,False,3
1341,1295,259,5,3,7,12,False,Abandonada,False,1
1342,209,99,5,3,6,4,False,Abandonada,False,1
1343,890,265,5,5,2,2,False,Finalizada,False,3
1344,706,10,5,3,3,3,False,Finalizada,True,4
1345,709,45,2,4,5,5,False,Finalizada,False,3
1346,72,183,1,4,6,6,False,Finalizada,False,4
1347,1698,337,5,1,4,15,False,Finalizada,False,5
1348,1485,215,5,1,7,14,False,Abandonada,False,1
1349,881,147,4,3,5,4,False,Finalizada,False,5
1350,1286,140,1,5,6,5,True,Finalizada,False,3
1351,619,168,4,1,7,16,False,Finalizada,True,5
1352,1066,265,5,3,5,6,False,Finalizada,True,5
1353,1424,203,2,1,1,6,False,Finalizada,False,3
1354,1858,162,4,4,3,5,False,Finalizada,True,4
1355,1626,321,4,4,1,6,False,Finalizada,False,4
1356,904,135,5,2,6,5,False,Abandonada,False,2
1357,1684,73,4,5,7,13,False,Finalizada,False,3
1358,417,231,5,3,4,9,True,Abandonada,False,1
1359,429,348,5,4,6,4,False,Finalizada,False,3
1360,1233,350,4,2,7,16,True,Finalizada,True,1
1361,1627,3,1,1,2,4,False,Finalizada,True,4
1362,507,238,5,1,5,7,True,Finalizada,False,2
1363,1256,169,4,2,5,4,False,Finalizada,False,3
1364,1466,56,1,5,1,8,False,Finalizada,True,5
1365,1654,184,1,1,1,8,False,Finalizada,False,5
1366,1855,304,5,1,2,4,False,Finalizada,True,5
1367,226,59,5,3,2,3,False,Finalizada,True,5
1368,1724,347,2,3,7,18,False,Finalizada,False,4
1369,520,154,5,5,6,5,False,Finalizada,True,5
1370,1514,196,5,3,1,7,False,Finalizada,False,5
1371,1292,45,5,2,6,6,False,Finalizada,True,5
1372,1356,287,2,4,6,6,False,Finalizada,False,4
1373,168,52,4,5,7,15,False,Finalizada,False,4
1374,12,295,5,3,5,4,False,Finalizada,True,5
1375,313,332,1,2,4,10,False,Abandonada,False,1
1376,1149,317,4,1,7,17,False,Finalizada,False,4
1377,128,360,5,1,1,5,False,Finalizada,False,4
1378,561,134,1,4,1,8,False,Finalizada,False,3
1379,1279,24,4,1,2,2,False,Abandonada,False,2
1380,1793,270,4,2,3,4,False,Finalizada,True,5
1381,1110,11,2,2,2,3,False,Finalizada,False,4
1382,867,82,5,1,2,4,False,Finalizada,False,4
1383,1474,155,5,5,6,5,False,Finalizada,False,3
1384,712,284,2,5,7,10,True,Finalizada,False,2
1385,543,139,5,3,4,11,True,Finalizada,True,3
1386,365,341,5,5,6,5,False,Abandonada,False,1
1387,513,122,3,3,2,4,False,Finalizada,False,3
1388,1757,298,4,1,4,9,False,Finalizada,True,4
1389,982,302,1,1,6,4,False,Finalizada,True,4
1390,880,68,5,4,6,5,False,Finalizada,True,4
1391,1499,143,4,3,7,13,False,Finalizada,False,3
1392,1404,193,1,2,1,6,False,Finalizada,False,4
1393,1739,4,5,1,2,3,False,Abandonada,False,1
1394,1924,144,5,1,3,3,False,Finalizada,True,4
1395,1172,204,4,2,6,6,False,Finalizada,False,3
1396,1464,95,5,1,3,3,False,Finalizada,False,5
1397,1234,1,5,1,3,3,False,Abandonada,False,2
1398,1093,201,4,3,1,5,False,Finalizada,True,5
1399,1159,362,4,1,1,8,False,Abandonada,False,1
1400,1572,199,2,1,5,5,False,Abandonada,False,1
1401,1064,322,5,3,6,5,False,Finalizada,True,4
1402,1503,53,4,2,4,15,False,Finalizada,False,3
1403,746,330,1,1,7,13,True,Finalizada,True,1
1404,659,54,5,5,7,11,True,Abandonada,False,2
1405,92,61,5,1,4,13,False,Abandonada,False,1
1406,32,23,5,2,5,6,False,Finalizada,False,3
1407,1658,317,4,2,2,4,False,Finalizada,True,5
1408,1925,110,5,1,7,12,False,Finalizada,True,5
1409,1042,108,1,3,4,10,False,Finalizada,False,3
1410,1579,320,5,3,1,7,False,Finalizada,False,5
1411,609,184,4,5,3,4,False,Finalizada,False,4
1412,1419,349,4,2,5,5,False,Finalizada,True,4
1413,1461,24,5,2,7,13,True,Abandonada,False,2
1414,1104,66,4,3,1,6,False,Finalizada,False,4
1415,1482,242,3,3,1,8,False,Finalizada,True,5
1416,1272,249,5,5,3,4,True,Finalizada,False,1
1417,1770,66,5,1,3,3,False,Finalizada,False,5
1418,352,175,2,5,3,5,False,Finalizada,False,4
1419,1115,138,1,4,1,7,False,Finalizada,False,3
1420,1204,201,4,4,6,5,False,Finalizada,True,4
1421,1229,200,4,3,2,4,True,Finalizada,True,1
1422,1761,244,1,3,4,12,False,Finalizada,False,4
1423,1428,262,4,4,7,13,False,Finalizada,False,3
1424,1342,323,4,5,5,6,False,Finalizada,True,5
1425,578,30,4,4,5,5,False,Finalizada,False,4
1426,1343,140,5,3,7,13,False,Finalizada,True,4
1427,87,15,4,3,2,2,False,Abandonada,False,2
1428,355,307,4,4,7,13,False,Abandonada,False,2
1429,871,291,5,1,7,12,True,Finalizada,False,2
1430,1518,216,4,1,7,18,False,Finalizada,True,5
1431,212,254,4,3,5,7,False,Finalizada,True,4
1432,1193,202,1,1,3,3,False,Abandonada,False,1
1433,443,209,2,3,1,8,False,Finalizada,False,5
1434,780,15,1,4,1,5,False,Abandonada,False,1
1435,1644,281,4,5,6,6,False,Abandonada,False,1
1436,1153,63,5,2,5,6,False,Abandonada,False,2
1437,1795,243,1,5,1,5,False,Finalizada,False,3
1438,680,119,5,5,1,5,False,Finalizada,True,5
1439,1327,83,1,3,1,8,False,Finalizada,False,4
1440,789,352,5,4,6,6,False,Finalizada,True,5
1441,1863,137,5,5,2,3,False,Finalizada,True,5
1442,1055,128,1,2,7,10,False,Finalizada,False,5
1443,1993,71,1,4,6,4,False,Abandonada,False,2
1444,832,187,5,3,7,13,False,Finalizada,False,4
1445,566,152,4,3,3,5,False,Finalizada,False,3
1446,1726,100,1,4,4,13,False,Abandonada,False,2
1447,182,15,2,1,3,4,False,Finalizada,True,5
1448,349,47,1,2,4,11,False,Abandonada,False,2
1449,641,177,5,1,7,13,False,Finalizada,False,5
1450,1592,263,1,1,4,9,False,Finalizada,False,4
1451,1201,171,4,1,6,4,False,Abandonada,False,1
1452,674,347,3,3,3,4,False,Finalizada,False,4
1453,1755,225,2,1,1,8,False,Finalizada,False,3
1454,1794,315,5,2,5,7,True,Abandonada,False,1
1455,1919,329,1,5,7,13,True,Finalizada,False,1
1456,1156,61,2,5,7,15,False,Finalizada,False,3
1457,317,343,5,4,4,15,False,Finalizada,False,5
1458,1215,175,4,2,4,13,False,Finalizada,False,5
1459,647,250,2,5,7,13,True,Abandonada,False,1
1460,118,12,5,3,2,2,False,Abandonada,False,2
1461,310,268,2,1,1,7,False,Abandonada,False,2
1462,705,153,2,5,2,2,False,Finalizada,True,4
1463,1590,215,1,2,2,4,False,Finalizada,False,3
1464,1230,162,5,4,1,6,False,Finalizada,False,4
1465,740,274,2,4,5,6,False,Finalizada,False,3
1466,1097,23,1,2,1,8,False,Finalizada,False,3
1467,1067,10,1,3,1,6,False,Finalizada,False,5
1468,1748,114,1,3,3,5,False,Abandonada,False,1
1469,1183,259,4,5,7,17,False,Abandonada,False,1
1470,1645,123,2,4,7,10,False,Finalizada,False,4
1471,1472,140,5,4,3,5,False,Finalizada,True,5
1472,1305,72,2,5,3,3,False,Finalizada,False,4
1473,1424,184,5,3,2,4,False,Finalizada,True,5
1474,1128,215,2,4,4,9,True,Abandonada,False,1
1475,689,295,4,4,5,7,False,Finalizada,True,5
1476,1184,338,1,4,6,5,False,Finalizada,False,4
1477,1929,174,4,1,6,5,False,Finalizada,True,5
1478,439,8,1,2,3,5,False,Finalizada,True,5
1479,348,285,3,5,1,8,False,Finalizada,True,5
1480,535,316,2,3,3,5,False,Finalizada,False,5
1481,1001,18,5,2,1,6,False,Abandonada,False,1
1482,1483,356,5,2,7,12,False,Finalizada,True,4
1483,1264,15,5,1,5,6,False,Abandonada,False,1
1484,455,268,4,2,1,8,False,Finalizada,True,5
1485,326,336,4,5,4,9,False,Finalizada,False,3
1486,1718,170,5,2,6,4,False,Finalizada,True,4
1487,1225,340,5,2,5,5,False,Abandonada,False,2
1488,550,50,4,4,5,7,False,Finalizada,False,4
1489,1256,23,5,5,3,3,False,Abandonada,False,1
1490,889,104,5,3,2,4,False,Finalizada,True,5
1491,1981,121,4,3,7,17,True,Finalizada,False,1
1492,1016,70,5,4,1,5,False,Finalizada,True,5
1493,1474,364,1,4,7,11,True,Finalizada,False,3
1494,1932,168,4,1,6,5,False,Finalizada,False,3
1495,252,99,3,1,6,4,False,Abandonada,False,1
1496,714,47,5,1,1,7,False,Finalizada,True,4
1497,1639,137,1,1,2,2,False,Finalizada,False,4
1498,1073,68,4,3,5,7,False,Finalizada,True,4
1499,685,221,2,4,4,8,True,Finalizada,False,2
1500,1060,324,5,5,5,6,False,Finalizada,True,5
1501,1260,205,5,2,2,3,True,Finalizada,False,1
1502,1865,258,5,3,1,5,True,Finalizada,True,2
1503,73,41,1,3,7,12,False,Finalizada,True,5
1504,1261,138,5,3,2,2,False,Finalizada,False,4
1505,1458,151,1,1,5,6,False,Finalizada,False,4
1506,1203,109,1,2,2,3,False,Finalizada,False,4
1507,1310,115,3,4,1,7,True,Finalizada,False,3
1508,415,325,3,3,5,6,False,Finalizada,False,3
1509,515,187,4,3,2,2,True,Finalizada,True,3
1510,1461,301,3,5,1,6,False,Abandonada,False,1
1511,1672,202,5,3,1,6,False,Finalizada,True,4
1512,1212,42,4,1,2,4,False,Finalizada,False,4
1513,1074,40,5,4,4,14,False,Finalizada,False,4
1514,1494,316,2,1,3,4,False,Finalizada,False,5
1515,55,155,1,5,6,4,False,Finalizada,False,3
1516,1557,308,4,4,6,6,False,Finalizada,False,5
1517,1390,224,4,1,1,7,False,Finalizada,False,5
1518,1182,180,3,4,7,11,True,Finalizada,False,2
1519,1407,296,5,3,4,9,False,Finalizada,True,5
1520,253,79,1,5,3,3,False,Finalizada,False,3
1521,1052,206,5,2,3,5,False,Finalizada,True,5
1522,316,9,5,5,7,15,True,Finalizada,True,2
1523,1176,345,5,4,6,5,False,Finalizada,True,5
1524,839,354,4,1,5,6,False,Finalizada,True,4
1525,152,304,1,2,6,6,False,Finalizada,True,5
1526,336,304,5,4,7,15,False,Finalizada,False,4
1527,624,82,5,1,5,7,False,Abandonada,False,1
1528,545,358,5,1,7,12,False,Finalizada,False,4
1529,317,148,5,1,2,2,True,Finalizada,False,2
1530,1567,114,5,5,1,8,False,Finalizada,False,3
1531,678,353,5,3,1,8,False,Finalizada,True,5
1532,1742,4,4,3,5,6,False,Finalizada,True,5
1533,1696,22,4,3,5,7,False,Finalizada,True,5
1534,1318,364,2,3,2,3,False,Finalizada,True,5
1535,1415,23,4,5,5,7,True,Finalizada,False,2
1536,1018,165,2,5,7,15,True,Finalizada,False,2
1537,1232,48,1,4,6,6,False,Finalizada,True,5
1538,303,64,5,1,2,4,False,Finalizada,False,3
1539,1738,264,2,4,6,6,False,Finalizada,False,3
1540,1307,43,3,2,5,6,False,Finalizada,False,4
1541,1401,213,1,3,5,4,False,Finalizada,False,3
1542,989,97,5,3,2,4,False,Abandonada,False,1
1543,743,216,3,3,4,11,False,Finalizada,False,3
1544,1686,255,4,2,3,5,False,Finalizada,True,5
1545,560,128,2,5,7,14,False,Finalizada,False,5
1546,1270,161,5,5,2,3,False,Finalizada,True,5
1547,617,326,5,1,5,4,False,Finalizada,True,5
1548,1919,64,5,2,6,5,False,Abandonada,False,1
1549,793,361,5,2,4,8,False,Abandonada,False,2
1550,914,56,4,4,3,3,False,Abandonada,False,2
1551,403,297,5,1,5,7,False,Abandonada,False,2
1552,627,64,3,5,4,13,False,Finalizada,False,4
1553,1747,98,5,4,2,3,False,Finalizada,True,5
1554,1519,88,1,3,4,10,False,Finalizada,True,5
1555,1134,16,1,5,4,12,False,Finalizada,True,5
1556,679,171,4,2,1,5,False,Finalizada,False,3
1557,1667,164,4,1,6,4,False,Finalizada,True,4
1558,1785,209,5,4,2,3,False,Finalizada,True,5
1559,1566,199,1,4,2,3,True,Finalizada,False,3
1560,1528,319,2,5,4,13,True,Finalizada,False,1
1561,878,324,4,4,1,5,False,Abandonada,False,1
1562,1801,146,4,5,7,15,False,Finalizada,True,4
1563,1013,25,4,2,7,17,False,Abandonada,False,2
1564,672,110,2,3,7,11,True,Finalizada,False,1
1565,844,111,4,1,2,3,False,Finalizada,True,5
1566,1338,126,5,3,1,5,False,Abandonada,False,2
1567,914,71,4,5,2,2,False,Abandonada,False,2
1568,166,216,4,4,7,15,False,Finalizada,True,5
1569,1003,365,4,3,1,5,True,Finalizada,False,2
1570,1261,85,5,4,2,4,False,Finalizada,True,5
1571,1002,314,2,1,1,7,False,Finalizada,True,5
1572,1934,280,3,3,7,16,False,Finalizada,False,3
1573,1221,27,1,1,7,13,False,Finalizada,False,3
1574,1568,206,4,3,1,7,False,Finalizada,True,5
1575,169,198,5,5,5,5,False,Finalizada,False,4
1576,1885,62,1,3,4,13,False,Finalizada,False,4
1577,1144,290,4,4,6,5,False,Finalizada,True,4
1578,96,216,5,2,7,18,False,Finalizada,False,3
1579,351,11,5,4,1,6,False,Abandonada,False,1
1580,907,195,4,5,3,4,False,Finalizada,False,5
1581,655,174,5,2,7,15,True,Abandonada,False,1
1582,297,214,1,4,7,12,False,Finalizada,False,3
1583,1834,234,5,2,4,12,False,Abandonada,False,1
1584,396,291,4,4,3,3,False,Finalizada,True,5
1585,1443,337,5,2,7,17,True,Finalizada,True,2
1586,526,232,4,4,2,4,False,Abandonada,False,1
1587,234,167,1,4,3,3,False,Finalizada,False,3
1588,1718,65,2,1,7,14,True,Finalizada,False,2
1589,379,261,2,3,6,4,False,Finalizada,False,4
1590,965,94,5,5,2,3,False,Finalizada,True,5
1591,225,323,1,3,7,12,False,Abandonada,False,2
1592,789,188,1,3,4,10,True,Finalizada,True,3
1593,293,175,5,1,5,7,False,Finalizada,True,5
1594,265,85,4,1,1,7,False,Abandonada,False,1
1595,1194,78,5,2,3,5,False,Finalizada,False,4
1596,1434,113,5,4,6,4,False,Finalizada,True,5
1597,948,187,2,5,5,4,False,Finalizada,False,4
1598,1238,206,4,3,4,10,False,Finalizada,True,5
1599,311,273,5,2,4,14,False,Finalizada,True,4
1600,367,240,5,5,3,4,False,Abandonada,False,1
1601,1595,148,1,3,1,8,False,Abandonada,False,1
1602,1762,129,5,4,6,4,False,Finalizada,True,5
1603,1443,315,4,4,3,4,False,Finalizada,True,4
1604,424,315,5,2,2,2,False,Finalizada,True,5
1605,1051,259,1,2,1,7,False,Finalizada,False,3
1606,964,307,1,1,6,6,False,Finalizada,False,3
1607,769,254,4,5,7,16,True,Finalizada,True,1
1608,1215,308,4,3,3,3,False,Finalizada,False,3
1609,1444,87,2,5,6,6,False,Abandonada,False,1
1610,1995,67,5,2,1,6,False,Finalizada,True,5
1611,1866,242,2,2,1,7,False,Finalizada,False,4
1612,1732,117,5,3,6,4,False,Finalizada,True,5
1613,395,315,1,4,4,9,False,Finalizada,False,4
1614,272,342,5,2,6,6,False,Finalizada,True,4
1615,1848,280,5,3,4,12,False,Abandonada,False,2
1616,1384,33,1,4,3,3,False,Finalizada,False,4
1617,884,318,2,5,5,7,False,Finalizada,False,3
1618,674,324,5,5,4,12,False,Finalizada,True,4
1619,1590,9,4,5,5,4,False,Finalizada,True,5
1620,857,323,5,1,1,8,False,Finalizada,True,5
1621,669,140,1,1,2,3,False,Finalizada,True,5
1622,1099,127,3,3,2,2,False,Finalizada,False,3
1623,1667,179,5,3,6,6,False,Finalizada,True,5
1624,776,108,3,4,6,4,False,Finalizada,False,4
1625,995,164,5,3,7,14,False,Finalizada,True,5
1626,977,266,5,2,1,5,False,Abandonada,False,1
1627,300,365,5,3,3,5,False,Finalizada,True,5
1628,1779,22,5,2,7,11,False,Finalizada,False,5
1629,1150,178,5,5,4,14,False,Finalizada,True,5
1630,426,79,5,3,5,5,False,Finalizada,True,4
1631,1237,265,5,4,4,13,False,Finalizada,True,5
1632,130,25,1,3,3,5,False,Finalizada,False,3
1633,904,282,4,4,2,4,False,Finalizada,False,3
1634,1635,197,5,1,7,18,False,Finalizada,True,5
1635,1588,26,5,4,1,6,False,Finalizada,False,3
1636,848,356,4,2,4,10,True,Finalizada,False,2
1637,735,71,4,2,3,5,False,Finalizada,False,3
1638,1413,166,4,1,5,5,False,Finalizada,False,4
1639,930,194,1,3,5,6,False,Finalizada,True,4
1640,564,246,1,4,6,4,False,Finalizada,True,4
1641,734,118,5,3,5,6,False,Finalizada,True,5
1642,216,328,2,1,7,12,False,Finalizada,True,5
1643,1665,7,1,4,1,6,False,Finalizada,False,5
1644,1972,58,5,5,4,9,False,Finalizada,True,5
1645,73,38,5,3,7,12,False,Finalizada,True,5
1646,601,39,4,3,2,2,False,Abandonada,False,1
1647,496,204,2,5,5,6,True,Finalizada,True,2
1648,814,204,5,5,5,7,False,Finalizada,False,4
1649,1457,33,1,5,2,4,False,Finalizada,True,4
1650,995,365,5,1,1,6,False,Finalizada,True,5
1651,683,328,4,4,1,8,False,Finalizada,True,5
1652,1827,146,5,4,7,13,True,Finalizada,True,1
1653,265,278,5,3,1,8,False,Abandonada,False,1
1654,696,150,4,1,3,4,False,Finalizada,True,5
1655,1311,64,2,4,4,12,False,Finalizada,True,5
1656,1327,61,3,5,2,4,False,Abandonada,False,1
1657,1752,304,5,2,4,8,True,Finalizada,False,1
1658,36,210,5,5,6,5,False,Finalizada,False,4
1659,1366,53,5,2,4,14,True,Finalizada,False,3
1660,1728,109,5,1,1,5,False,Finalizada,False,3
1661,260,325,4,1,6,4,False,Finalizada,True,5
1662,1334,316,5,3,4,11,True,Finalizada,False,2
1663,1463,117,5,4,4,11,False,Finalizada,True,5
1664,1106,68,4,3,5,4,False,Finalizada,True,4
1665,1779,218,5,2,5,4,True,Finalizada,False,1
1666,1733,25,4,1,3,5,False,Finalizada,True,4
1667,807,280,5,4,7,12,False,Finalizada,False,4
1668,1182,246,4,4,4,13,False,Finalizada,True,5
1669,150,65,4,2,5,4,False,Finalizada,True,4
1670,118,70,4,5,2,3,False,Finalizada,True,5
1671,1544,149,5,2,3,5,False,Finalizada,True,5
1672,1783,307,1,3,1,7,False,Finalizada,False,3
1673,1956,234,5,3,1,6,False,Finalizada,False,4
1674,35,332,5,2,6,6,False,Finalizada,False,3
1675,1384,147,5,3,4,15,False,Finalizada,False,5
1676,1924,167,5,3,4,14,False,Finalizada,False,4
1677,235,57,5,2,3,4,False,Finalizada,True,5
1678,1884,23,4,4,7,14,True,Finalizada,True,1
1679,8,248,2,4,3,3,False,Finalizada,False,3
1680,562,299,1,3,5,4,False,Finalizada,True,5
1681,1736,29,3,5,2,2,False,Abandonada,False,2
1682,1364,74,5,1,2,4,False,Finalizada,True,5
1683,773,13,5,2,1,8,False,Abandonada,False,1
1684,1451,322,2,1,2,2,False,Finalizada,False,3
1685,1152,315,5,2,6,6,False,Finalizada,True,5
1686,1836,198,5,3,7,16,False,Finalizada,False,4
1687,633,31,5,3,3,4,False,Finalizada,False,3
1688,300,56,5,5,2,2,False,Finalizada,True,4
1689,573,137,5,5,7,13,True,Finalizada,False,3
1690,170,301,1,3,3,4,False,Finalizada,False,5
1691,220,95,4,5,4,11,False,Finalizada,True,5
1692,1112,349,5,1,5,7,False,Finalizada,True,5
1693,1802,268,4,1,3,3,False,Finalizada,False,3
1694,493,191,1,2,6,4,False,Abandonada,False,2
1695,345,243,4,1,5,4,False,Abandonada,False,1
1696,253,171,5,2,1,7,False,Abandonada,False,1
1697,431,165,4,4,4,10,False,Abandonada,False,2
1698,806,198,4,2,1,7,False,Finalizada,True,5
1699,1402,103,5,4,7,10,False,Finalizada,False,4
1700,39,138,5,5,5,7,False,Finalizada,False,4
1701,424,335,5,2,7,11,True,Finalizada,True,2
1702,1717,169,4,3,2,3,False,Finalizada,False,5
1703,1921,311,4,4,2,4,False,Finalizada,False,5
1704,437,312,5,5,5,6,False,Finalizada,False,5
1705,1097,235,4,4,5,4,False,Finalizada,False,4
1706,1715,279,5,3,5,6,True,Finalizada,False,3
1707,1152,259,5,4,4,14,False,Abandonada,False,2
1708,659,120,4,2,4,11,True,Abandonada,False,2
1709,868,349,4,4,4,9,False,Finalizada,False,3
1710,1734,48,5,5,5,5,False,Abandonada,False,1
1711,1142,357,5,4,2,2,False,Finalizada,True,5
1712,909,157,5,4,7,12,False,Finalizada,True,5
1713,1974,218,5,5,3,5,False,Finalizada,True,5
1714,759,245,2,2,3,3,False,Finalizada,False,5
1715,1112,108,3,4,5,4,False,Abandonada,False,1
1716,1022,225,1,4,3,5,False,Abandonada,False,1
1717,1396,227,5,4,7,12,False,Finalizada,True,5
1718,1623,338,4,2,3,5,False,Finalizada,False,3
1719,572,170,4,5,3,3,False,Finalizada,False,4
1720,1559,155,5,2,5,4,False,Finalizada,False,5
1721,401,357,5,1,1,5,False,Finalizada,True,5
1722,105,64,5,3,5,5,True,Finalizada,True,2
1723,830,20,5,3,2,2,False,Abandonada,False,2
1724,1161,360,5,2,3,3,False,Finalizada,True,5
1725,1877,286,1,1,6,6,False,Finalizada,True,5
1726,81,210,2,2,7,14,False,Finalizada,False,4
1727,1503,122,5,2,5,4,False,Finalizada,True,5
1728,284,125,2,3,1,7,False,Finalizada,True,5
1729,12,195,5,5,7,16,False,Finalizada,False,4
1730,1422,298,3,4,4,13,False,Finalizada,False,4
1731,1852,208,5,1,5,5,False,Finalizada,True,5
1732,1494,297,4,2,6,4,False,Finalizada,False,3
1733,367,305,5,3,2,3,False,Finalizada,False,4
1734,897,288,5,3,4,11,False,Abandonada,False,1
1735,1824,303,5,4,1,6,False,Finalizada,False,5
1736,125,287,4,4,2,3,False,Finalizada,False,4
1737,1224,48,5,2,7,18,False,Abandonada,False,1
1738,1466,252,5,5,5,5,False,Finalizada,True,5
1739,1537,245,1,5,1,6,False,Abandonada,False,1
1740,512,364,5,4,1,8,False,Finalizada,True,5
1741,487,42,5,1,4,8,True,Finalizada,True,2
1742,872,230,5,1,7,15,False,Finalizada,True,5
1743,964,322,4,4,5,5,False,Finalizada,True,5
1744,1065,253,3,2,2,2,False,Finalizada,True,5
1745,387,58,4,1,6,5,False,Abandonada,False,1
1746,1506,220,1,2,2,3,False,Finalizada,False,3
1747,986,326,1,4,2,3,False,Finalizada,True,5
1748,529,166,1,2,6,4,False,Finalizada,False,4
1749,1663,142,5,2,7,14,False,Finalizada,False,3
1750,934,358,5,3,5,6,False,Finalizada,True,5
1751,1586,113,2,2,4,9,True,Abandonada,False,2
1752,205,266,4,2,7,10,False,Finalizada,False,3
1753,350,289,4,1,3,3,False,Finalizada,False,3
1754,61,264,1,2,2,2,False,Finalizada,True,4
1755,232,313,4,4,6,5,False,Finalizada,True,4
1756,1737,169,4,5,4,14,False,Finalizada,True,4
1757,1488,156,1,3,1,7,False,Finalizada,True,4
1758,52,213,5,5,1,7,False,Abandonada,False,1
1759,688,247,4,2,3,4,False,Finalizada,True,4
1760,1360,134,4,4,7,18,True,Finalizada,False,2
1761,1692,49,5,1,3,4,False,Finalizada,False,3
1762,1679,291,2,2,5,5,False,Finalizada,False,4
1763,1327,68,4,1,6,6,False,Abandonada,False,1
1764,724,20,4,2,5,6,False,Finalizada,False,3
1765,1274,199,5,2,4,15,False,Finalizada,False,3
1766,1002,311,5,4,2,2,False,Finalizada,True,5
1767,384,321,5,3,2,4,False,Abandonada,False,2
1768,25,172,5,4,7,16,False,Finalizada,False,3
1769,1397,160,1,2,2,4,False,Finalizada,False,4
1770,1336,157,5,4,7,13,False,Abandonada,False,1
1771,1415,312,2,4,6,6,False,Finalizada,False,3
1772,1998,328,4,2,4,8,True,Finalizada,False,3
1773,133,202,4,1,5,6,False,Finalizada,True,5
1774,443,6,5,1,3,5,False,Finalizada,False,4
1775,1871,222,5,3,2,2,False,Finalizada,True,4
1776,1920,41,5,1,5,7,False,Finalizada,False,4
1777,197,183,2,3,4,13,False,Finalizada,True,5
1778,1335,212,5,1,4,9,False,Finalizada,True,5
1779,1535,328,4,1,3,4,False,Finalizada,True,5
1780,773,159,1,4,4,10,False,Finalizada,False,4
1781,939,258,4,4,2,2,False,Finalizada,True,5
1782,55,79,4,1,4,10,False,Finalizada,True,4
1783,862,6,5,1,6,6,False,Finalizada,True,5
1784,178,85,4,5,6,5,False,Finalizada,False,4
1785,223,7,5,3,4,15,True,Abandonada,False,1
1786,1859,289,5,4,2,3,True,Abandonada,False,1
1787,788,104,4,1,7,12,False,Finalizada,False,5
1788,1124,178,5,2,1,5,False,Finalizada,True,5
1789,1405,264,5,4,3,5,False,Abandonada,False,1
1790,1702,49,1,1,4,15,False,Abandonada,False,2
1791,1147,194,4,4,7,12,False,Finalizada,True,5
1792,993,261,4,2,5,7,False,Finalizada,False,4
1793,1306,330,4,4,7,17,False,Finalizada,True,5
1794,183,67,4,2,5,5,False,Finalizada,False,3
1795,181,170,3,2,3,4,False,Abandonada,False,1
1796,2000,12,4,3,4,15,False,Finalizada,True,5
1797,220,230,1,3,7,13,False,Abandonada,False,1
1798,1085,344,5,2,3,3,False,Finalizada,False,3
1799,1894,140,3,4,2,2,True,Finalizada,False,2
1800,1286,86,5,4,3,3,False,Finalizada,True,4
1801,102,157,2,3,5,7,False,Finalizada,True,5
1802,460,289,5,5,1,5,False,Finalizada,True,4
1803,1355,195,4,1,1,8,False,Abandonada,False,2
1804,840,323,5,1,4,11,False,Finalizada,True,5
1805,964,88,4,4,1,6,False,Abandonada,False,2
1806,1758,88,5,4,5,4,False,Finalizada,True,5
1807,902,58,2,4,5,6,False,Finalizada,True,5
1808,1613,171,3,4,6,5,False,Finalizada,True,5
1809,864,113,5,2,2,2,False,Abandonada,False,1
1810,797,173,2,1,6,4,False,Finalizada,True,5
1811,672,154,5,3,1,8,False,Finalizada,True,5
1812,315,170,5,5,7,14,True,Finalizada,False,3
1813,832,204,5,1,3,4,False,Finalizada,False,3
1814,727,357,4,1,2,2,False,Abandonada,False,1
1815,226,26,2,4,6,4,False,Abandonada,False,1
1816,977,289,1,5,7,14,True,Finalizada,False,3
1817,714,96,5,5,1,6,False,Finalizada,True,5
1818,709,353,5,5,5,4,True,Finalizada,True,2
1819,1145,251,1,4,7,16,True,Abandonada,False,2
1820,157,246,4,3,5,7,False,Finalizada,True,5
1821,1960,81,4,1,5,4,False,Abandonada,False,2
1822,1862,271,5,4,4,12,False,Finalizada,True,5
1823,1505,204,2,5,7,14,False,Finalizada,True,4
1824,537,297,5,1,6,5,False,Finalizada,False,4
1825,752,87,5,2,3,5,False,Finalizada,True,5
1826,1970,260,5,4,3,4,False,Finalizada,False,4
1827,1487,222,5,3,5,6,False,Finalizada,True,5
1828,299,119,4,1,6,4,False,Finalizada,True,5
1829,777,38,5,3,7,18,False,Finalizada,False,4
1830,216,59,5,3,4,8,False,Abandonada,False,1
1831,1112,308,4,3,6,4,False,Finalizada,False,3
1832,37,326,2,5,4,11,True,Finalizada,False,2
